,avg_sen_len,std_sen_len,TTR,Root TTR,Log TTR,Maas TTR,Msstr,Ma TTR,HDD,MTLD,MTLD MA,MTLD MA Bi,VocD,YulesK,adverb/adjective,adverb/noun,adverb/pronoun,adjective/verb,adjective/pronoun,noun/verb,noun/pronoun,verb/pronoun,content/function
0,12.8,11.034491379306976,0.029798656018874083,-0.029512695093507815,0.04205243814777295,0.7724043684418228,-1.3013902146750604,-0.616124673631934,-0.6683036162319619,-0.03821401953152925,-0.17910226206725102,-0.382875201834371,-0.6963152063432307,0.35198041595381324,0.0,0.0,0.0,0.625,5.0,2.625,21.0,8.0,0.5964912280701754
1,8.6,5.607138307550474,0.5482582327008731,0.09079951809674754,0.27226760672130024,2.045319168679489,-1.7558545803831913,-1.898114183440329,-1.9089497275024676,-0.7509817091902304,-1.0665131585686398,-0.9920728613132593,-1.7332852967991677,0.5343984763707817,0.3333333333333333,0.1111111111111111,0.5,0.375,1.5,1.125,4.5,4.0,0.5675675675675675
2,13.8,12.560254774486067,-0.17954201803454461,-0.35050056797566786,-0.27341021264024273,1.2618413217604423,-1.3013902146750633,-2.126544836785466,-1.8184619276599856,-2.901342509785667,-2.367333778376152,-2.2312675903779926,-1.6642448473368325,1.4408287060236944,0.0,0.0,0.0,0.6666666666666666,0.8571428571428571,1.7777777777777777,2.2857142857142856,1.2857142857142858,0.4626865671641791
3,17.0,10.334408546211051,-0.677750748631521,-1.031354116376688,-1.0101243288348103,1.859849163983881,-2.710229748370264,-2.982018323520818,-2.493639564052243,-1.511423496549347,-1.655403916294873,-1.4888708631964398,-2.142152495378588,1.8028191548353225,0.2222222222222222,0.08,0.4,1.2857142857142858,1.8,3.5714285714285716,5.0,1.4,0.5180722891566265
4,14.833333333333334,7.624886155798582,-0.7492778323483591,-1.1996479313209294,-1.1987648369844335,2.265103647962694,-1.7558545803831913,-1.6045707227347796,-1.7172731687434049,-0.3044585402782313,-0.9370013856633956,-0.8870347843128689,-1.5439752623469398,1.297953309001547,0.3,0.25,0.3,0.9090909090909091,1.0,1.0909090909090908,1.2,1.1,0.4090909090909091
5,17.666666666666668,7.3181661333667165,-0.7026578371796988,-0.6357383567450942,-0.6366466559692983,-0.0374024513255327,-1.8302214765899811,-1.8547078595714948,-1.2886579233820183,-1.297933072779458,-1.7050829105906833,-1.653526083559692,-1.2057432996828912,1.2206145720385242,0.0625,0.045454545454545456,0.3333333333333333,1.4545454545454546,5.333333333333333,2.0,7.333333333333333,3.6666666666666665,0.5102040816326531
6,13.5,9.793705461502642,-0.18482782297033623,-0.022801918463646622,-0.009969461480187968,-0.0536498345839944,-0.9378187221085574,-0.7353850517414335,-0.296818391112642,-0.949584603398181,-0.5785227406902661,-0.4133096901341657,-0.324858672389597,0.11786398585149266,0.0,0.0,0.0,0.5,4.0,1.75,14.0,8.0,0.35135135135135137
7,14.2,7.222188034107115,-0.20929034344097286,-0.2990276271547987,-0.2366954989417373,0.9211005541068373,-1.5610841379368476,-1.9508940730990925,-1.0892470417219948,-0.940103699717823,-1.9209877583128019,-1.8292448148971945,-1.026979460476984,0.8863783774765741,0.0,0.0,0.0,1.6,2.6666666666666665,2.8,4.666666666666667,1.6666666666666667,0.391304347826087
8,12.0,6.870225614927067,0.17050946933120784,0.02864088335603373,0.12461493389985642,1.0435654721890744,-1.3741045131883591,-1.9243809537552594,-1.0481125120026502,-1.538669618084319,-1.3212278861913884,-1.2810411898069485,-0.9773283310390435,0.3639901751992006,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.3103448275862069
9,17.2,12.63962024745997,-0.2984130906226548,-0.32221501035348343,-0.2773925752746266,0.6366201378507615,-0.47036966023734195,-0.41746794913376234,0.03774754858297016,0.7335760699127966,0.27594786506619706,0.09350703645445416,-0.003425459364797494,0.030607779546604204,0.5,0.06666666666666667,1.0,0.15384615384615385,2.0,1.1538461538461537,15.0,13.0,0.41333333333333333
10,30.0,18.17690842800282,-1.0591579321511144,-1.3100518672667736,-1.3433553150753195,0.6355634186962724,0.3206979829293383,0.4530583403082101,-0.13465438983257585,0.22037535004277037,0.5734333604450681,0.6381393796244229,-0.17202175428725477,-0.6519865695474117,0.75,0.09090909090909091,0.75,0.25,1.0,2.0625,8.25,4.0,0.4057971014492754
11,16.0,7.26636084983398,-0.2971134143160565,-0.4855087924638965,-0.41770741954437535,1.326543449667587,-1.249451430022704,-1.0571621752199503,-1.104599472924586,0.30195173016804683,-0.19714105988093641,-0.11854362811876099,-1.0389842203252864,0.3777560875824721,2.0,0.2222222222222222,0.3076923076923077,0.16666666666666666,0.15384615384615385,1.5,1.3846153846153846,0.9230769230769231,0.4444444444444444
12,16.4,7.631513611335565,-0.26534809734218834,-0.28229093631448077,-0.23627890955559983,0.6173016165990233,-0.4703696602373359,-0.6554984980188916,-1.3019228880757898,-0.8312598518567454,-1.0415153943968505,-0.8786122631965161,-1.2668603536542993,1.4218106815363953,0.5,0.09523809523809523,0.4,0.3333333333333333,0.8,1.75,4.2,2.4,0.5131578947368421
13,10.2,3.370459909270543,1.103877523116111,1.0265317574311517,1.0920693694409096,-0.041897453846813267,-2.301211819232944,-1.5397044574045633,-0.9547767271850175,-2.3075618433956446,-1.9675354779886152,-1.998558641171519,-0.9334710789335489,0.7486920452783878,0.6,0.23076923076923078,1.0,1.0,1.6666666666666667,2.6,4.333333333333333,1.6666666666666667,0.52
14,13.0,3.847076812334269,-0.10870319633094239,-0.5446317304650061,-0.43254121417946556,2.4462655882140947,-2.028533199808069,-2.0342859397229174,-2.369462935520413,-0.6852250148308322,-0.6141487469489195,-0.6209104026324882,-2.0822882884367484,1.5526347256856061,0.0,0.0,0.0,1.0,0.6,4.333333333333333,2.6,0.6,0.2835820895522388
15,13.2,8.280096617793781,-0.019148651637053357,-0.17282478915175944,-0.08562656780774941,1.1661412612695914,-1.8467474535248163,-2.1607471742045425,-1.7934909332888151,-0.4368202263001218,-1.487193928073942,-1.3145846997844386,-1.6124199026255048,0.9264170494180413,0.6666666666666666,0.15384615384615385,0.4,0.75,0.6,3.25,2.6,0.8,0.3283582089552239
16,14.0,12.049896265113654,-0.17308475758799166,-0.5206254768436059,-0.42331327393289275,2.044807031779992,-0.21067573697555153,-0.6324166944217208,-0.7498404050138269,-0.6546775289075637,-1.570129515394851,-1.481341563944272,-0.7665245228501639,0.32541763057332107,1.0,0.38461538461538464,0.5,0.5,0.5,1.3,1.3,1.0,0.4714285714285714
17,13.2,7.520638270785266,0.036553869019485735,-0.022123960669450295,0.04962283914018734,0.7679711137679676,-1.8467474535248163,-1.4473687209953197,-1.7668576611608258,-0.6755263989353152,-0.9576120675099,-0.8684054038471373,-1.5851507576922572,1.5766092887270637,0.125,0.045454545454545456,0.3333333333333333,2.0,2.6666666666666665,5.5,7.333333333333333,1.3333333333333333,0.5384615384615384
